id,t_date,code,name,p_open,p_high,p_low,p_close,volume,industrial
288120190617 ,2019/6/17,2881,富邦金,43.85,44.25,43.55,44.1,9440,金融保險業
288120190614 ,2019/6/14,2881,富邦金,43.4,43.8,43.35,43.55,7786,金融保險業
288120190613 ,2019/6/13,2881,富邦金,44.05,44.1,43.35,43.65,12664,金融保險業
288120190612 ,2019/6/12,2881,富邦金,44.3,44.35,43.85,44.35,6976,金融保險業
288120190611 ,2019/6/11,2881,富邦金,44.15,44.45,43.9,44.45,11478,金融保險業
288120190610 ,2019/6/10,2881,富邦金,44,44.2,43.65,44.15,12501,金融保險業
288120190606 ,2019/6/6,2881,富邦金,43.1,43.15,42.95,43.15,7968,金融保險業
288120190605 ,2019/6/5,2881,富邦金,43.9,44,43.1,43.1,12765,金融保險業
288120190604 ,2019/6/4,2881,富邦金,43.85,43.9,43.45,43.9,10271,金融保險業
288120190603 ,2019/6/3,2881,富邦金,43.2,43.8,42.85,43.65,8332,金融保險業
288120190531 ,2019/5/31,2881,富邦金,42.7,43.3,42.65,43.25,12756,金融保險業
288120190530 ,2019/5/30,2881,富邦金,42.35,42.8,42.35,42.6,8686,金融保險業
288120190529 ,2019/5/29,2881,富邦金,42.5,42.55,42.25,42.45,6452,金融保險業
288120190528 ,2019/5/28,2881,富邦金,42.25,42.55,42.05,42.3,27350,金融保險業
288120190527 ,2019/5/27,2881,富邦金,42.1,42.4,42,42.3,6443,金融保險業
288120190524 ,2019/5/24,2881,富邦金,42.5,42.65,42,42,12940,金融保險業
288120190523 ,2019/5/23,2881,富邦金,42.65,42.75,42.35,42.5,8563,金融保險業
288120190522 ,2019/5/22,2881,富邦金,42.5,42.7,42.3,42.5,13670,金融保險業
288120190521 ,2019/5/21,2881,富邦金,42.25,43.15,41.95,43.05,17099,金融保險業
288120190520 ,2019/5/20,2881,富邦金,41.95,42.2,41.8,41.9,13527,金融保險業
288120190517 ,2019/5/17,2881,富邦金,42.15,42.4,41.6,41.9,21497,金融保險業
288120190516 ,2019/5/16,2881,富邦金,43.25,43.25,42,42,25207,金融保險業
288120190515 ,2019/5/15,2881,富邦金,43.1,43.45,43.1,43.25,11656,金融保險業
288120190514 ,2019/5/14,2881,富邦金,43.2,43.4,42.9,43.15,26358,金融保險業
288120190513 ,2019/5/13,2881,富邦金,44.6,44.6,43.8,43.8,16542,金融保險業
288120190510 ,2019/5/10,2881,富邦金,45,45.1,44.6,44.6,11441,金融保險業
288120190509 ,2019/5/9,2881,富邦金,45,45,44.6,44.6,18412,金融保險業
288120190508 ,2019/5/8,2881,富邦金,45.2,45.2,45.05,45.05,12490,金融保險業
288120190507 ,2019/5/7,2881,富邦金,45.5,45.65,45.4,45.4,11357,金融保險業
288120190506 ,2019/5/6,2881,富邦金,45.7,45.85,45.4,45.6,15904,金融保險業
288120190503 ,2019/5/3,2881,富邦金,46.4,46.4,46.1,46.15,11840,金融保險業
288120190502 ,2019/5/2,2881,富邦金,45.6,46.4,45.6,46.4,16254,金融保險業
288120190430 ,2019/4/30,2881,富邦金,45.75,45.9,45.45,45.6,11540,金融保險業
288120190429 ,2019/4/29,2881,富邦金,45.5,45.8,45.45,45.7,9391,金融保險業
288120190426 ,2019/4/26,2881,富邦金,45.05,45.5,45.05,45.5,6955,金融保險業
288120190425 ,2019/4/25,2881,富邦金,45.1,45.3,45.1,45.2,10944,金融保險業
288120190424 ,2019/4/24,2881,富邦金,45.45,45.5,45.25,45.4,6553,金融保險業
288120190423 ,2019/4/23,2881,富邦金,45.25,45.4,45.1,45.35,6052,金融保險業
288120190422 ,2019/4/22,2881,富邦金,45.2,45.35,45.15,45.25,4402,金融保險業
288120190419 ,2019/4/19,2881,富邦金,45.05,45.35,44.9,45.2,5676,金融保險業
288120190418 ,2019/4/18,2881,富邦金,45.15,45.15,44.7,45,24599,金融保險業
288120190417 ,2019/4/17,2881,富邦金,45.3,45.35,45.1,45.2,13647,金融保險業
288120190416 ,2019/4/16,2881,富邦金,45.5,45.55,45.05,45.3,16305,金融保險業
288120190415 ,2019/4/15,2881,富邦金,45.8,45.9,45.55,45.7,10097,金融保險業
288120190412 ,2019/4/12,2881,富邦金,45.8,45.8,45.55,45.7,8145,金融保險業
288120190411 ,2019/4/11,2881,富邦金,45.5,46.1,45.45,45.55,14851,金融保險業
288120190410 ,2019/4/10,2881,富邦金,45.35,45.75,45.35,45.5,13697,金融保險業
288120190409 ,2019/4/9,2881,富邦金,45.5,45.85,45.45,45.75,12680,金融保險業
288120190408 ,2019/4/8,2881,富邦金,45.75,45.8,45.35,45.35,18595,金融保險業
288120190403 ,2019/4/3,2881,富邦金,46,46.1,45.9,46,6618,金融保險業
288120190402 ,2019/4/2,2881,富邦金,46.1,46.1,45.85,46,9443,金融保險業
288120190401 ,2019/4/1,2881,富邦金,46.2,46.3,45.6,45.6,11122,金融保險業
288120190329 ,2019/3/29,2881,富邦金,45.1,46,45,46,20472,金融保險業
288120190328 ,2019/3/28,2881,富邦金,44.8,45.25,44.65,45.1,12655,金融保險業
288120190327 ,2019/3/27,2881,富邦金,45.35,45.35,44.9,44.95,14863,金融保險業
288120190326 ,2019/3/26,2881,富邦金,45.55,45.7,45.4,45.5,10342,金融保險業
288120190325 ,2019/3/25,2881,富邦金,45.85,45.85,45.5,45.55,16969,金融保險業
288120190322 ,2019/3/22,2881,富邦金,47,47.1,46.3,46.4,19455,金融保險業
288120190321 ,2019/3/21,2881,富邦金,47.15,47.15,46.6,46.9,10153,金融保險業
288120190320 ,2019/3/20,2881,富邦金,46.9,47.35,46.75,47.15,19845,金融保險業
288120190319 ,2019/3/19,2881,富邦金,46.15,47,46.1,46.95,22820,金融保險業
288120190318 ,2019/3/18,2881,富邦金,45.5,46,45.4,46,12579,金融保險業
288120190315 ,2019/3/15,2881,富邦金,45.2,45.35,45.15,45.25,17439,金融保險業
288120190314 ,2019/3/14,2881,富邦金,45.25,45.55,45.05,45.25,14324,金融保險業
288120190313 ,2019/3/13,2881,富邦金,45.05,45.4,45,45.25,11345,金融保險業
288120190312 ,2019/3/12,2881,富邦金,45,45.3,44.95,45,16721,金融保險業
288120190311 ,2019/3/11,2881,富邦金,44.6,44.7,44.45,44.5,10222,金融保險業
288120190308 ,2019/3/8,2881,富邦金,45,45,44.6,44.7,12276,金融保險業
288120190307 ,2019/3/7,2881,富邦金,45.1,45.15,45,45.1,9125,金融保險業
288120190306 ,2019/3/6,2881,富邦金,45.1,45.25,45.1,45.15,7254,金融保險業
288120190305 ,2019/3/5,2881,富邦金,45,45.25,45,45.1,9539,金融保險業
288120190304 ,2019/3/4,2881,富邦金,45.05,45.3,44.5,45.15,20564,金融保險業
288120190227 ,2019/2/27,2881,富邦金,45.45,45.6,45.2,45.5,16308,金融保險業
288120190226 ,2019/2/26,2881,富邦金,45.35,45.65,45.3,45.45,22844,金融保險業
288120190225 ,2019/2/25,2881,富邦金,45.05,45.3,45.05,45.3,14895,金融保險業
288120190222 ,2019/2/22,2881,富邦金,45.05,45.1,44.9,45,9889,金融保險業
288120190221 ,2019/2/21,2881,富邦金,45.1,45.15,44.9,45.1,13360,金融保險業
288120190220 ,2019/2/20,2881,富邦金,44.95,45.1,44.85,45.05,15422,金融保險業
288120190219 ,2019/2/19,2881,富邦金,44.9,44.9,44.8,44.85,9207,金融保險業
288120190218 ,2019/2/18,2881,富邦金,44.65,44.8,44.55,44.75,7731,金融保險業
288120190215 ,2019/2/15,2881,富邦金,44.6,44.65,44.4,44.4,13226,金融保險業
288120190214 ,2019/2/14,2881,富邦金,44.6,44.95,44.5,44.5,16987,金融保險業
288120190213 ,2019/2/13,2881,富邦金,44.5,44.65,44.3,44.6,12354,金融保險業
288120190212 ,2019/2/12,2881,富邦金,44.45,44.45,44.05,44.3,20175,金融保險業
288120190211 ,2019/2/11,2881,富邦金,44.9,44.95,44.15,44.15,21040,金融保險業
288120190130 ,2019/1/30,2881,富邦金,44.8,44.8,44.4,44.55,16925,金融保險業
288120190129 ,2019/1/29,2881,富邦金,44.6,44.85,44.5,44.75,18505,金融保險業
288120190128 ,2019/1/28,2881,富邦金,44.4,44.6,44.25,44.6,15685,金融保險業
288120190125 ,2019/1/25,2881,富邦金,44.1,44.25,43.8,44,23045,金融保險業
288120190124 ,2019/1/24,2881,富邦金,44.15,44.3,44.05,44.05,12451,金融保險業
288120190123 ,2019/1/23,2881,富邦金,44.1,44.35,44.05,44.3,4626,金融保險業
288120190122 ,2019/1/22,2881,富邦金,44.2,44.5,44.1,44.25,11241,金融保險業
288120190121 ,2019/1/21,2881,富邦金,44.2,44.5,44.15,44.3,11522,金融保險業
288120190118 ,2019/1/18,2881,富邦金,44.15,44.2,43.8,44.15,10975,金融保險業
288120190117 ,2019/1/17,2881,富邦金,43.75,44.25,43.75,44.05,17757,金融保險業
288120190116 ,2019/1/16,2881,富邦金,44.5,44.5,43.9,44,28370,金融保險業
288120190115 ,2019/1/15,2881,富邦金,44.9,44.9,44.45,44.6,22352,金融保險業
288120190114 ,2019/1/14,2881,富邦金,45.6,45.75,44.85,45,24796,金融保險業
288120190111 ,2019/1/11,2881,富邦金,46.6,46.65,45.7,45.95,19403,金融保險業
288120190110 ,2019/1/10,2881,富邦金,46.8,46.9,46.5,46.9,7126,金融保險業
288120190109 ,2019/1/9,2881,富邦金,46.4,47.25,46.25,47.05,15095,金融保險業
288120190108 ,2019/1/8,2881,富邦金,46.3,46.3,45.7,45.7,5657,金融保險業
288120190107 ,2019/1/7,2881,富邦金,46,46.1,45.6,45.95,8419,金融保險業
288120190104 ,2019/1/4,2881,富邦金,45.15,45.8,45,45.3,9440,金融保險業
288120190103 ,2019/1/3,2881,富邦金,46.1,46.25,45.7,45.8,7585,金融保險業
288120190102 ,2019/1/2,2881,富邦金,47.1,47.35,46.1,46.1,10288,金融保險業
288120181228 ,2018/12/28,2881,富邦金,46.95,47.05,46.45,47.05,10090,金融保險業
288120181227 ,2018/12/27,2881,富邦金,46.85,47,46.55,46.95,5786,金融保險業
288120181226 ,2018/12/26,2881,富邦金,46.6,46.8,46.5,46.5,2171,金融保險業
288120181225 ,2018/12/25,2881,富邦金,46.15,46.5,46.1,46.5,4949,金融保險業
288120181224 ,2018/12/24,2881,富邦金,47,47,46.5,46.85,6736,金融保險業
288120181222 ,2018/12/22,2881,富邦金,47.2,47.2,47,47.05,1156,金融保險業
288120181221 ,2018/12/21,2881,富邦金,46.9,47.3,46.9,47.3,10970,金融保險業
288120181220 ,2018/12/20,2881,富邦金,47,47.35,46.9,47.05,8290,金融保險業
288120181219 ,2018/12/19,2881,富邦金,47.15,47.3,47,47.3,8396,金融保險業
288120181218 ,2018/12/18,2881,富邦金,47.5,47.65,47,47.05,17847,金融保險業
288120181217 ,2018/12/17,2881,富邦金,47.75,47.9,47.45,47.75,6005,金融保險業
288120181214 ,2018/12/14,2881,富邦金,48.05,48.05,47.45,47.45,12708,金融保險業
288120181213 ,2018/12/13,2881,富邦金,47.65,48.05,47.6,48.05,9875,金融保險業
288120181212 ,2018/12/12,2881,富邦金,47.75,47.75,47.35,47.55,7874,金融保險業
288120181211 ,2018/12/11,2881,富邦金,47.5,47.6,47.15,47.25,11623,金融保險業
288120181210 ,2018/12/10,2881,富邦金,47.55,47.8,47.3,47.5,7643,金融保險業
288120181207 ,2018/12/7,2881,富邦金,48,48.1,47.9,48,9657,金融保險業
288120181206 ,2018/12/6,2881,富邦金,48.45,48.45,47.9,48,13239,金融保險業
288120181205 ,2018/12/5,2881,富邦金,48.5,48.5,48.15,48.35,10681,金融保險業
288120181204 ,2018/12/4,2881,富邦金,48.35,48.8,48.35,48.75,17507,金融保險業
288120181203 ,2018/12/3,2881,富邦金,49.25,49.3,49,49.15,13482,金融保險業
288120181130 ,2018/11/30,2881,富邦金,48.5,49,48.45,48.8,20201,金融保險業
288120181129 ,2018/11/29,2881,富邦金,49.3,49.35,48.6,48.6,15702,金融保險業
288120181128 ,2018/11/28,2881,富邦金,49.1,49.15,48.8,48.85,14074,金融保險業
288120181127 ,2018/11/27,2881,富邦金,50,50.1,49.1,49.1,14035,金融保險業
288120181126 ,2018/11/26,2881,富邦金,50.5,51.1,49.85,49.9,10730,金融保險業
288120181123 ,2018/11/23,2881,富邦金,50.5,50.6,50.1,50.1,4309,金融保險業
288120181122 ,2018/11/22,2881,富邦金,50.7,50.8,50.3,50.8,3700,金融保險業
288120181121 ,2018/11/21,2881,富邦金,50.5,50.8,49.9,50.7,9358,金融保險業
288120181120 ,2018/11/20,2881,富邦金,51.2,51.4,50.5,50.5,6043,金融保險業
288120181119 ,2018/11/19,2881,富邦金,51.3,51.5,51,51.5,8575,金融保險業
288120181116 ,2018/11/16,2881,富邦金,51.4,51.4,50.9,51.1,6015,金融保險業
288120181115 ,2018/11/15,2881,富邦金,51.2,51.2,50.7,51.1,6495,金融保險業
288120181114 ,2018/11/14,2881,富邦金,50.9,51.2,50.6,51.2,5702,金融保險業
288120181113 ,2018/11/13,2881,富邦金,49.7,51,49.7,51,6793,金融保險業
288120181112 ,2018/11/12,2881,富邦金,50.4,51.2,50.4,50.9,4869,金融保險業
288120181109 ,2018/11/9,2881,富邦金,50.4,51.1,50.2,51.1,11675,金融保險業
288120181108 ,2018/11/8,2881,富邦金,50.5,50.9,50.1,50.9,12364,金融保險業
288120181107 ,2018/11/7,2881,富邦金,49.8,50.3,49.45,50.3,12897,金融保險業
288120181106 ,2018/11/6,2881,富邦金,49.4,49.9,49.15,49.8,13299,金融保險業
288120181105 ,2018/11/5,2881,富邦金,48.5,49.2,48.4,49.2,8499,金融保險業
288120181102 ,2018/11/2,2881,富邦金,48.45,48.9,48.1,48.9,8013,金融保險業
288120181101 ,2018/11/1,2881,富邦金,47.95,48.5,47.8,48.3,12017,金融保險業
288120181031 ,2018/10/31,2881,富邦金,48.2,48.45,47.65,48.45,11933,金融保險業
288120181030 ,2018/10/30,2881,富邦金,47.5,47.7,47.1,47.5,9165,金融保險業
288120181029 ,2018/10/29,2881,富邦金,47.2,47.3,46.65,46.9,12823,金融保險業
288120181026 ,2018/10/26,2881,富邦金,48,48.2,46.4,47.1,21576,金融保險業
288120181025 ,2018/10/25,2881,富邦金,48.65,49,48,48,16866,金融保險業
288120181024 ,2018/10/24,2881,富邦金,49.3,49.8,49,49.15,12966,金融保險業
288120181023 ,2018/10/23,2881,富邦金,49.75,49.9,49.4,49.55,9860,金融保險業
288120181022 ,2018/10/22,2881,富邦金,49.9,50.4,49.85,50,6006,金融保險業
288120181019 ,2018/10/19,2881,富邦金,49.25,50.2,49.15,50.2,12646,金融保險業
288120181018 ,2018/10/18,2881,富邦金,49.9,50,49.6,49.6,8497,金融保險業
288120181017 ,2018/10/17,2881,富邦金,49.95,50.2,49.75,49.75,10297,金融保險業
288120181016 ,2018/10/16,2881,富邦金,49.9,49.95,49.5,49.7,12939,金融保險業
288120181015 ,2018/10/15,2881,富邦金,49.85,50.3,49.6,49.95,23629,金融保險業
288120181012 ,2018/10/12,2881,富邦金,49.5,50.3,49.1,50.1,18743,金融保險業
288120181011 ,2018/10/11,2881,富邦金,50,50.5,49.6,49.65,36920,金融保險業
288120181009 ,2018/10/9,2881,富邦金,51.7,52,51.4,51.5,17180,金融保險業
288120181008 ,2018/10/8,2881,富邦金,50.9,51.6,50.7,51.6,13351,金融保險業
288120181005 ,2018/10/5,2881,富邦金,51.3,51.9,50.2,50.9,28695,金融保險業
288120181004 ,2018/10/4,2881,富邦金,51.8,51.9,51.2,51.6,13258,金融保險業
288120181003 ,2018/10/3,2881,富邦金,51.9,52.4,51.7,51.8,13812,金融保險業
288120181002 ,2018/10/2,2881,富邦金,52.5,52.6,51.7,52.1,16015,金融保險業
288120181001 ,2018/10/1,2881,富邦金,52,52.6,51.9,52.5,16064,金融保險業
288120180928 ,2018/9/28,2881,富邦金,51.9,52.1,51.2,51.8,20859,金融保險業
288120180927 ,2018/9/27,2881,富邦金,51,52,51,51.9,19645,金融保險業
288120180926 ,2018/9/26,2881,富邦金,51.1,51.4,50.9,51,9805,金融保險業
288120180925 ,2018/9/25,2881,富邦金,51.2,51.6,51.1,51.1,13538,金融保險業
288120180921 ,2018/9/21,2881,富邦金,50.6,51.5,50.5,51.1,35477,金融保險業
288120180920 ,2018/9/20,2881,富邦金,50.4,50.6,50.3,50.4,16144,金融保險業
288120180919 ,2018/9/19,2881,富邦金,50.1,50.3,49.95,50.3,9829,金融保險業
288120180918 ,2018/9/18,2881,富邦金,50.1,50.3,49.95,50,10738,金融保險業
288120180917 ,2018/9/17,2881,富邦金,50.1,50.2,50,50,5855,金融保險業
288120180914 ,2018/9/14,2881,富邦金,50.2,50.4,50,50.1,6589,金融保險業
288120180913 ,2018/9/13,2881,富邦金,49.85,50.2,49.8,49.9,5809,金融保險業
288120180912 ,2018/9/12,2881,富邦金,49.8,49.85,49.6,49.7,6689,金融保險業
288120180911 ,2018/9/11,2881,富邦金,49.75,49.8,49.4,49.8,11832,金融保險業
288120180910 ,2018/9/10,2881,富邦金,49.6,49.7,49.4,49.4,10605,金融保險業
288120180907 ,2018/9/7,2881,富邦金,49.9,50,49.5,49.5,15561,金融保險業
288120180906 ,2018/9/6,2881,富邦金,50.1,50.6,50.1,50.1,6516,金融保險業
288120180905 ,2018/9/5,2881,富邦金,50.5,50.6,50.2,50.2,9018,金融保險業
288120180904 ,2018/9/4,2881,富邦金,50.6,51,50.6,50.9,7473,金融保險業
288120180903 ,2018/9/3,2881,富邦金,50.7,50.8,50.4,50.6,6937,金融保險業
288120180831 ,2018/8/31,2881,富邦金,50.5,50.9,50.4,50.9,13829,金融保險業
288120180830 ,2018/8/30,2881,富邦金,50.7,50.8,50.5,50.5,7132,金融保險業
288120180829 ,2018/8/29,2881,富邦金,50.8,50.9,50.5,50.9,4987,金融保險業
288120180828 ,2018/8/28,2881,富邦金,50.8,50.8,50.6,50.8,6011,金融保險業
288120180827 ,2018/8/27,2881,富邦金,50.1,50.8,50,50.7,12947,金融保險業
288120180824 ,2018/8/24,2881,富邦金,50,50.1,49.65,49.85,10612,金融保險業
288120180823 ,2018/8/23,2881,富邦金,50.1,50.2,49.9,50.1,5825,金融保險業
288120180822 ,2018/8/22,2881,富邦金,50.1,50.2,49.9,50.1,8431,金融保險業
288120180821 ,2018/8/21,2881,富邦金,49.95,50.1,49.9,50,8771,金融保險業
288120180820 ,2018/8/20,2881,富邦金,49.7,50.1,49.7,49.9,8084,金融保險業
288120180817 ,2018/8/17,2881,富邦金,49.9,50.1,49.7,49.9,11482,金融保險業
288120180816 ,2018/8/16,2881,富邦金,49.95,49.95,49.5,49.7,16683,金融保險業
288120180815 ,2018/8/15,2881,富邦金,50.2,50.3,49.95,50.1,9842,金融保險業
288120180814 ,2018/8/14,2881,富邦金,50.3,50.4,50,50.3,6256,金融保險業
288120180813 ,2018/8/13,2881,富邦金,50.7,50.7,49.95,50.1,14548,金融保險業
288120180810 ,2018/8/10,2881,富邦金,50.8,51,50.7,50.9,11097,金融保險業
288120180809 ,2018/8/9,2881,富邦金,50.8,50.9,50.4,50.4,7460,金融保險業
288120180808 ,2018/8/8,2881,富邦金,50.8,51,50.6,50.7,6312,金融保險業
288120180807 ,2018/8/7,2881,富邦金,50.5,50.8,50.4,50.5,7708,金融保險業
288120180806 ,2018/8/6,2881,富邦金,50.8,50.9,50.4,50.4,6833,金融保險業
288120180803 ,2018/8/3,2881,富邦金,50.5,50.8,50.4,50.8,7388,金融保險業
288120180802 ,2018/8/2,2881,富邦金,50.9,50.9,50.2,50.2,8925,金融保險業
288120180801 ,2018/8/1,2881,富邦金,50.8,51,50.7,51,6016,金融保險業
288120180731 ,2018/7/31,2881,富邦金,50.4,51,50.3,50.7,18257,金融保險業
288120180730 ,2018/7/30,2881,富邦金,50.3,50.5,50.1,50.4,9037,金融保險業
288120180727 ,2018/7/27,2881,富邦金,50.3,50.3,50,50.2,8423,金融保險業
288120180726 ,2018/7/26,2881,富邦金,50.4,50.5,49.9,50.3,12574,金融保險業
288120180725 ,2018/7/25,2881,富邦金,50.3,50.5,50.1,50.2,10523,金融保險業
288120180724 ,2018/7/24,2881,富邦金,50.8,50.9,50.2,50.3,17428,金融保險業
288120180723 ,2018/7/23,2881,富邦金,50.9,51,50.6,51,7500,金融保險業
288120180720 ,2018/7/20,2881,富邦金,50.6,51,50.5,51,8815,金融保險業
288120180719 ,2018/7/19,2881,富邦金,51,51,50.5,50.8,8222,金融保險業
288120180718 ,2018/7/18,2881,富邦金,51,51,50.6,50.8,9008,金融保險業
288120180717 ,2018/7/17,2881,富邦金,50.7,51,50.6,50.8,7647,金融保險業
288120180716 ,2018/7/16,2881,富邦金,51,51.1,50.6,50.7,5598,金融保險業
288120180713 ,2018/7/13,2881,富邦金,50.8,51,50.7,51,7478,金融保險業
288120180712 ,2018/7/12,2881,富邦金,50.2,50.8,49.9,50.7,12074,金融保險業
288120180711 ,2018/7/11,2881,富邦金,50.1,50.3,49.85,50.3,9459,金融保險業
288120180710 ,2018/7/10,2881,富邦金,50.5,50.6,50,50.5,7160,金融保險業
288120180709 ,2018/7/9,2881,富邦金,50,50.3,49.8,50.1,8561,金融保險業
288120180706 ,2018/7/6,2881,富邦金,49.5,49.7,49.1,49.45,14364,金融保險業
288120180705 ,2018/7/5,2881,富邦金,50,50.1,49.35,49.8,11601,金融保險業
288120180704 ,2018/7/4,2881,富邦金,49.85,50.2,49.85,50,9552,金融保險業
288120180703 ,2018/7/3,2881,富邦金,50.4,50.6,49.8,50,16060,金融保險業
288120180702 ,2018/7/2,2881,富邦金,50.9,51.2,50.3,50.3,10234,金融保險業
288120180629 ,2018/6/29,2881,富邦金,50.6,51.1,50.4,51.1,9918,金融保險業
288120180628 ,2018/6/28,2881,富邦金,50.4,51,50.3,50.5,9664,金融保險業
288120180627 ,2018/6/27,2881,富邦金,51,51.2,50.5,50.5,15388,金融保險業
288120180626 ,2018/6/26,2881,富邦金,50.9,51.4,50.7,50.9,21709,金融保險業
288120180625 ,2018/6/25,2881,富邦金,53.5,53.7,53.1,53.2,26308,金融保險業
288120180622 ,2018/6/22,2881,富邦金,53.5,53.8,53.4,53.7,15755,金融保險業
288120180621 ,2018/6/21,2881,富邦金,54,54.2,53.7,53.9,16752,金融保險業
288120180620 ,2018/6/20,2881,富邦金,53,54,52.9,53.7,17026,金融保險業
288120180619 ,2018/6/19,2881,富邦金,53,53.8,52.8,53,23839,金融保險業
288120180615 ,2018/6/15,2881,富邦金,52.8,53.7,52.7,53.7,22853,金融保險業
288120180614 ,2018/6/14,2881,富邦金,53.6,53.6,52.9,52.9,16584,金融保險業
288120180613 ,2018/6/13,2881,富邦金,53.4,54,53.4,54,9070,金融保險業
288120180612 ,2018/6/12,2881,富邦金,53.4,54,53.3,53.5,11288,金融保險業
288120180611 ,2018/6/11,2881,富邦金,53.7,53.9,53.5,53.7,4881,金融保險業
288120180608 ,2018/6/8,2881,富邦金,54,54,53.5,53.8,11229,金融保險業
288120180607 ,2018/6/7,2881,富邦金,53.5,54,53.3,54,13770,金融保險業
288120180606 ,2018/6/6,2881,富邦金,53.1,53.6,52.8,53.3,10764,金融保險業
288120180605 ,2018/6/5,2881,富邦金,53,53,52.5,53,5085,金融保險業
288120180604 ,2018/6/4,2881,富邦金,52.2,52.8,52.1,52.8,8076,金融保險業
288120180601 ,2018/6/1,2881,富邦金,51.7,52,51.6,51.8,5741,金融保險業
288120180531 ,2018/5/31,2881,富邦金,51.8,52.2,51.5,52.1,27182,金融保險業
288120180530 ,2018/5/30,2881,富邦金,52,52.2,51.2,51.2,23403,金融保險業
288120180529 ,2018/5/29,2881,富邦金,53.2,53.2,52.8,52.8,5938,金融保險業
288120180528 ,2018/5/28,2881,富邦金,53.3,53.5,53.2,53.3,5831,金融保險業
288120180525 ,2018/5/25,2881,富邦金,53.5,53.6,53,53.1,6658,金融保險業
288120180524 ,2018/5/24,2881,富邦金,53.5,53.5,53,53.5,8800,金融保險業
288120180523 ,2018/5/23,2881,富邦金,53.8,53.8,52.7,53.3,14521,金融保險業
288120180522 ,2018/5/22,2881,富邦金,53.3,53.7,53.2,53.7,17648,金融保險業
288120180521 ,2018/5/21,2881,富邦金,52.8,53.4,52.7,53.2,17372,金融保險業
288120180518 ,2018/5/18,2881,富邦金,52.6,53,52.5,52.9,17850,金融保險業
288120180517 ,2018/5/17,2881,富邦金,52.4,52.8,52.2,52.5,20263,金融保險業
288120180516 ,2018/5/16,2881,富邦金,51.7,52.2,51.5,52.2,20925,金融保險業
288120180515 ,2018/5/15,2881,富邦金,52,52.3,51.2,51.2,14198,金融保險業
288120180514 ,2018/5/14,2881,富邦金,52,52.2,51.6,51.8,11222,金融保險業
288120180511 ,2018/5/11,2881,富邦金,51.3,51.8,51.1,51.8,19730,金融保險業
